iter	Logloss
0	0.5419959456
1	0.4261791694
2	0.345192211
3	0.2833558912
4	0.2417338661
5	0.2069858427
6	0.184537917
7	0.1673525304
8	0.1530973664
9	0.1440873226
10	0.1362267602
11	0.1305383024
12	0.1263541468
13	0.1227237741
14	0.1197561413
15	0.1177040764
16	0.1153717367
17	0.1131275487
18	0.1118537578
19	0.1103284494
20	0.1092725273
21	0.1083111472
22	0.107214528
23	0.1065335892
24	0.1055010799
25	0.1047752921
26	0.1041587977
27	0.1035782171
28	0.1028790769
29	0.1025317327
30	0.1019426339
31	0.1016394859
32	0.1013018259
33	0.1009948262
34	0.1002658251
35	0.09993508547
36	0.09945162401
37	0.09919624273
38	0.09864358788
39	0.09822851706
40	0.0980534874
41	0.09777793458
42	0.09748989673
43	0.09721721677
44	0.09706663396
45	0.0968092559
46	0.09642490733
47	0.09623615779
48	0.09605621994
49	0.09585893589
50	0.09560535614
51	0.09537287461
52	0.09512695476
53	0.09493586366
54	0.09472645761
55	0.09458809725
56	0.09444208585
57	0.09418473159
58	0.09402813942
59	0.09382397994
60	0.09367772719
61	0.09346517984
62	0.09328282448
63	0.09306370417
64	0.09296802455
65	0.09283443151
66	0.09265154918
67	0.09253885064
68	0.09234869751
69	0.09219210401
70	0.09205960716
71	0.09190852832
72	0.09178550756
73	0.09167898002
74	0.09155640533
75	0.09146769919
76	0.09135524979
77	0.0911940989
78	0.09112925555
79	0.0909714247
80	0.09087664997
81	0.09076766321
82	0.09057187372
83	0.09037894174
84	0.09025489872
85	0.09017318596
86	0.09006050063
87	0.08992324478
88	0.08976618634
89	0.08969888046
90	0.08962547891
91	0.08957712365
92	0.08941743022
93	0.0892641687
94	0.08917874692
95	0.08912789706
96	0.08902492141
97	0.08893131815
98	0.08880502546
99	0.08871838752
100	0.08862363293
101	0.08852531508
102	0.08841071203
103	0.08831977241
104	0.08820070523
105	0.08807961078
106	0.08798961807
107	0.08791178667
108	0.08781913763
109	0.0877260192
110	0.08765739664
111	0.08755815941
112	0.08745805699
113	0.08736008474
114	0.08730153331
115	0.08722081635
116	0.08714209662
117	0.08701127739
118	0.08692674138
119	0.08683443121
120	0.0867299906
121	0.08668246176
122	0.08661012529
123	0.08652958496
124	0.0864307882
125	0.08627415779
126	0.08616362052
127	0.0861004443
128	0.08603421264
129	0.0859446854
130	0.08583525628
131	0.08579069053
132	0.08572055693
133	0.08564533113
134	0.08557645226
135	0.08549202726
136	0.08538087193
137	0.08522349522
138	0.08516218613
139	0.08512283262
140	0.08499991955
141	0.08490357545
142	0.08481876401
143	0.08470459458
144	0.08461970082
145	0.08455069195
146	0.08446221771
147	0.08442443153
148	0.08433801991
149	0.08423608031
150	0.08418518051
151	0.08414367769
152	0.08406537214
153	0.08393390975
154	0.08382020594
155	0.08375302452
156	0.08369079308
157	0.08361440803
158	0.08353660849
159	0.08349215568
160	0.08346100851
161	0.08340184848
162	0.08336125197
163	0.08329552973
164	0.08324425091
165	0.08319918346
166	0.08312183036
167	0.08304686833
168	0.0829504013
169	0.08287765392
170	0.08281143825
171	0.08275554451
172	0.08269679453
173	0.08263449711
174	0.08256444864
175	0.08252595234
176	0.08247647032
177	0.08240837391
178	0.0823691744
179	0.08227409164
180	0.08220516783
181	0.08215613206
182	0.08210196543
183	0.08201958093
184	0.08197055263
185	0.08191217712
186	0.08184587008
187	0.08175307894
188	0.08163989172
189	0.08158677935
190	0.08154112888
191	0.08145943711
192	0.08140088028
193	0.08134617185
194	0.0813067141
195	0.08126867481
196	0.08120634542
197	0.08117146603
198	0.08112054435
199	0.08108213755
200	0.08096711798
201	0.08088040859
202	0.08084108939
203	0.08076945677
204	0.08070929683
205	0.08062050579
206	0.0805726908
207	0.08049711621
208	0.08040300448
209	0.08035392769
210	0.08031863161
211	0.08030141539
212	0.08024979401
213	0.0802196382
214	0.08017436811
215	0.08014103035
216	0.07999314174
217	0.0799469498
218	0.07986821181
219	0.07978414749
220	0.07969496096
221	0.07964560969
222	0.0796116405
223	0.0795872807
224	0.0795282107
225	0.07949902387
226	0.0794446394
227	0.07935856329
228	0.07930010507
229	0.07921430961
230	0.07916747021
231	0.07914653766
232	0.07911358233
233	0.07907199478
234	0.07903614868
235	0.07898318888
236	0.07892299034
237	0.07887201989
238	0.07885180496
239	0.07884399098
240	0.0788390792
241	0.07881169161
242	0.07873027988
243	0.07869306669
244	0.07866051351
245	0.07859179293
246	0.07855157692
247	0.07852405621
248	0.07848840481
249	0.0783491425
250	0.07830610612
251	0.07825129249
252	0.07818982815
253	0.07809902585
254	0.0780639401
255	0.07803724564
256	0.07799483434
257	0.07795738346
258	0.07790342194
259	0.07787782301
260	0.07786045465
261	0.07783842037
262	0.07780952876
263	0.07771829169
264	0.07767794053
265	0.07764742741
266	0.07760819617
267	0.07759423825
268	0.07754505357
269	0.07748163356
270	0.07746383672
271	0.07743106668
272	0.07741458177
273	0.07734796266
274	0.07730772189
275	0.07725376301
276	0.07722271244
277	0.07717058273
278	0.0771027744
279	0.07708534801
280	0.07701624906
281	0.07696583163
282	0.07694748171
283	0.07693234132
284	0.07687891969
285	0.07682570784
286	0.07679027106
287	0.07675664445
288	0.07669587493
289	0.0766482765
290	0.07661884292
291	0.07657117758
292	0.07656362431
293	0.07651627049
294	0.07646826013
295	0.07643479079
296	0.07639705699
297	0.07637419728
298	0.07634239974
299	0.0762853573
300	0.07626655257
301	0.07622642627
302	0.07618000883
303	0.07616150401
304	0.07612478896
305	0.07607587514
306	0.07604846685
307	0.07602594559
308	0.07598422473
309	0.07592754891
310	0.07588309723
311	0.07583167118
312	0.07580782098
313	0.07576968003
314	0.07575373488
315	0.07571586494
316	0.07564701985
317	0.07560685067
318	0.07557546066
319	0.07552917015
320	0.07546811287
321	0.07543037107
322	0.07537347191
323	0.07532750739
324	0.07529520371
325	0.07527446991
326	0.07522030899
327	0.07520059375
328	0.07512544361
329	0.07509591582
330	0.0750646483
331	0.07504744793
332	0.07499822347
333	0.07498546246
334	0.0749418112
335	0.07491542856
336	0.07486194807
337	0.07482331641
338	0.07481017321
339	0.07475459685
340	0.07470502762
341	0.07466109112
342	0.07462330859
343	0.07458576845
344	0.07455716629
345	0.07451721744
346	0.07449047287
347	0.07447189535
348	0.07441293414
349	0.07438375953
350	0.0743625296
351	0.07431426351
352	0.07430250367
353	0.07425482232
354	0.07423121491
355	0.07420157201
356	0.07417220803
357	0.07411788822
358	0.07409511525
359	0.07402254373
360	0.07400467928
361	0.0739675026
362	0.07391574802
363	0.07386855812
364	0.07383747572
365	0.07379841122
366	0.07373919506
367	0.0737291039
368	0.07368682419
369	0.07368350791
370	0.07365088232
371	0.07358436545
372	0.07354869443
373	0.07352844131
374	0.07350679442
375	0.07347362963
376	0.0734388765
377	0.07340668763
378	0.07335732372
379	0.07332933854
380	0.07328653527
381	0.07325993273
382	0.07323665418
383	0.07321559038
384	0.07319089626
385	0.07316789895
386	0.07315046938
387	0.07312344727
388	0.07308318458
389	0.07304962967
390	0.07303607465
391	0.07294528193
392	0.07293592899
393	0.07287129378
394	0.07280795712
395	0.07276616417
396	0.07271894436
397	0.072676129
398	0.07262795289
399	0.07260255267
400	0.07254903813
401	0.07252347907
402	0.07247452992
403	0.07241248755
404	0.0723724279
405	0.0723464386
406	0.07232574849
407	0.07227954695
408	0.07224634032
409	0.0722048069
410	0.07216717077
411	0.0721045947
412	0.07208854468
413	0.07207098909
414	0.07205253816
415	0.07204626913
416	0.07202248193
417	0.07198382665
418	0.07194809171
419	0.0719040167
420	0.07187565797
421	0.07185275881
422	0.07183761081
423	0.07179980062
424	0.07174762002
425	0.07172113439
426	0.07166670679
427	0.07163648642
428	0.07161289533
429	0.07158021677
430	0.07154234001
431	0.07149462731
432	0.07146576652
433	0.07142787648
434	0.07137810808
435	0.07133390631
436	0.07129499426
437	0.07127692212
438	0.07127241153
439	0.07122658143
440	0.07119484187
441	0.07116155524
442	0.0711335446
443	0.07112144326
444	0.07109262149
445	0.0710565301
446	0.07102503079
447	0.07096746402
448	0.07095443561
449	0.07092083049
450	0.07087970055
451	0.07083037741
452	0.07079577812
453	0.07076501959
454	0.0707356922
455	0.07071553679
456	0.07066871261
457	0.07066114093
458	0.07063295208
459	0.07060944894
460	0.0705957156
461	0.07056409081
462	0.07051234614
463	0.07049498406
464	0.07044871064
465	0.07042064258
466	0.07040859459
467	0.07039307654
468	0.07038159286
469	0.0703717804
470	0.07035746459
471	0.07033221382
472	0.07031275151
473	0.0703044054
474	0.07028710275
475	0.07026183498
476	0.07024002755
477	0.07022581085
478	0.07019798195
479	0.07016213765
480	0.07012615923
481	0.07009394519
482	0.07007115441
483	0.07002357164
484	0.07000972728
485	0.06998644148
486	0.06997526887
487	0.06994802712
488	0.06990908185
489	0.06989366546
490	0.06984510806
491	0.06982253085
492	0.06980102438
493	0.06977546071
494	0.0697551241
495	0.06972633244
496	0.06971537502
497	0.0696960805
498	0.06964950307
499	0.06963714894
500	0.06963235953
501	0.06958144756
502	0.06952852157
503	0.06951379337
504	0.06949116969
505	0.06946013184
506	0.06943441699
507	0.06941215092
508	0.0693908099
509	0.06936263531
510	0.06932554774
511	0.06927977928
512	0.0692662375
513	0.0692297243
514	0.06920902435
515	0.06918661681
516	0.06917356842
517	0.0691497804
518	0.06910170319
519	0.06905016744
520	0.06902013829
521	0.06899022746
522	0.06895030918
523	0.0689082653
524	0.06884314221
525	0.06883530883
526	0.06879187758
527	0.06876000933
528	0.06874201125
529	0.06871147298
530	0.06867363909
531	0.06865842207
532	0.06862219762
533	0.06860216236
534	0.0685807572
535	0.06854858079
536	0.06851927149
537	0.06848850499
538	0.06846713296
539	0.06843441462
540	0.06841422182
541	0.06837486118
542	0.06834731193
543	0.06832205938
544	0.06831100443
545	0.06830692811
546	0.06827544007
547	0.06825332759
548	0.06823183979
549	0.06817924981
550	0.06814631563
551	0.06812500749
552	0.06805808552
553	0.06804110125
554	0.06800335019
555	0.06796829462
556	0.0679364315
557	0.06789503328
558	0.06787807406
559	0.06787248897
560	0.06783943615
561	0.06782343532
562	0.06778302587
563	0.06775643798
564	0.06772705145
565	0.06768603126
566	0.06767689981
567	0.06764353765
568	0.06758363953
569	0.06755807556
570	0.06751583223
571	0.06751495527
572	0.06750390335
573	0.06747787129
574	0.06746970814
575	0.06743466197
576	0.06741353867
577	0.06738226108
578	0.06735310774
579	0.06732804438
580	0.06729925548
581	0.06727713653
582	0.0672494677
583	0.06720983854
584	0.06719661298
585	0.0671745345
586	0.06715930407
587	0.06711052504
588	0.06708483788
589	0.06705114888
590	0.06701078835
591	0.06699480949
592	0.06695380478
593	0.06692600214
594	0.06690961002
595	0.06684914193
596	0.0668430273
597	0.06681561742
598	0.06679207016
599	0.06677850494
600	0.06675181249
601	0.06672634254
602	0.06668228354
603	0.06663659204
604	0.06659613651
605	0.06657760583
606	0.06655624306
607	0.06652058974
608	0.06651570233
609	0.066506546
610	0.06647652427
611	0.06642448581
612	0.0664101248
613	0.06637707064
614	0.06636907872
615	0.06633018815
616	0.06629593767
617	0.06625986352
618	0.06623127302
619	0.06615760428
620	0.06612882659
621	0.06612182673
622	0.06608467156
623	0.06605750206
624	0.06604778365
625	0.06597013778
626	0.06595457826
627	0.0659416063
628	0.06591591845
629	0.06589320113
630	0.06586717382
631	0.06585865942
632	0.06582120531
633	0.06580161768
634	0.06580050922
635	0.06577586212
636	0.06575608523
637	0.06573384939
638	0.06568522222
639	0.06567647928
640	0.06565518566
641	0.06563682602
642	0.06560768448
643	0.06559038206
644	0.06557361495
645	0.06552084845
646	0.0655042492
647	0.06548936669
648	0.06547309075
649	0.06545640414
650	0.06542595025
651	0.06539480462
652	0.06538673756
653	0.06535419538
654	0.06532213347
655	0.06529373771
656	0.06527102605
657	0.06523166275
658	0.06520319193
659	0.06516871921
660	0.06514050645
661	0.06512895748
662	0.06510954877
663	0.06510248114
664	0.06508649578
665	0.0650696155
666	0.06504649712
667	0.06503809157
668	0.06501412476
669	0.0650088741
670	0.06500200559
671	0.06499551037
672	0.06497010195
673	0.06493903585
674	0.0649342184
675	0.064912602
676	0.06491119414
677	0.06491087674
678	0.06487818347
679	0.06485271982
680	0.06484141265
681	0.06483296968
682	0.06479487528
683	0.06478083901
684	0.06475175039
685	0.06472038959
686	0.06466000127
687	0.06463257095
688	0.06461853269
689	0.06459186108
690	0.06454866484
691	0.06452772062
692	0.0645173737
693	0.06447649557
694	0.06443951534
695	0.06438714003
696	0.064365955
697	0.06435495185
698	0.06434183931
699	0.06431505829
700	0.06431351244
701	0.06425337276
702	0.06424286393
703	0.06422971091
704	0.06419645729
705	0.06417615064
706	0.06417299962
707	0.06415463108
708	0.0641170262
709	0.06408391117
710	0.06406200988
711	0.06401177084
712	0.06399386906
713	0.06397554788
714	0.06395229484
715	0.06393688252
716	0.06392172161
717	0.06389941093
718	0.06389472578
719	0.06386684447
720	0.06383495089
721	0.06380146578
722	0.06379498779
723	0.06376795996
724	0.06374437018
725	0.06370528378
726	0.06369969631
727	0.06367354086
728	0.06366053116
729	0.06363799154
730	0.06362335806
731	0.06360393743
732	0.06357561651
733	0.06355598954
734	0.06353693595
735	0.06353016639
736	0.06351233636
737	0.06348430481
738	0.06346475209
739	0.0634615038
740	0.06342875511
741	0.06340106932
742	0.06338848766
743	0.06337148105
744	0.06336699054
745	0.06336642259
746	0.06333264493
747	0.06331876584
748	0.06329576836
749	0.06328365822
750	0.06325389469
751	0.06321898925
752	0.06320639769
753	0.06318717088
754	0.06316380855
755	0.06314766933
756	0.06313686323
757	0.06311387365
758	0.06308824086
759	0.06306094585
760	0.06305150241
761	0.06302959731
762	0.06300473585
763	0.06297166573
764	0.06295754999
765	0.06294184857
766	0.06292326495
767	0.06289350824
768	0.06288459344
769	0.06286696387
770	0.06283486422
771	0.06282899711
772	0.06281956571
773	0.06281929245
774	0.06279900637
775	0.06274559926
776	0.06273535117
777	0.0627297049
778	0.06271552895
779	0.06268375028
780	0.06264782721
781	0.06262709288
782	0.06259639798
783	0.06258147112
784	0.06257953267
785	0.06257159531
786	0.06255058416
787	0.06253450105
788	0.06250356635
789	0.06249032676
790	0.06246317338
791	0.06243961131
792	0.06243605228
793	0.06241930431
794	0.06240483662
795	0.06236628737
796	0.06235010702
797	0.0623413567
798	0.06228372365
799	0.06225813847
800	0.06223684986
801	0.06221511915
802	0.06220824243
803	0.06219520823
804	0.06219175779
805	0.0621800221
806	0.06214626153
807	0.06213472189
808	0.06211984342
809	0.06209618308
810	0.06206290448
811	0.06200493109
812	0.06197770204
813	0.06194229856
814	0.06192465957
815	0.06191901372
816	0.06189093746
817	0.06187521954
818	0.06184062408
819	0.06181642729
820	0.06179761639
821	0.06177208838
822	0.06176622266
823	0.06174899829
824	0.06173894005
825	0.06173204459
826	0.06170658655
827	0.06169216801
828	0.06167605787
829	0.061656434
830	0.06162548331
831	0.06161177635
832	0.0616008619
833	0.06159112875
834	0.06156905171
835	0.06154552131
836	0.0615428818
837	0.06152903488
838	0.06150448576
839	0.06148820439
840	0.06146688647
841	0.06144457492
842	0.06141307726
843	0.06139832915
844	0.06138933944
845	0.06138144389
846	0.06136410687
847	0.06133062692
848	0.06129749869
849	0.06128819809
850	0.0612740365
851	0.06126338272
852	0.06124034541
853	0.06123086417
854	0.06122194304
855	0.06120134108
856	0.06116793768
857	0.06112854398
858	0.06110671145
859	0.06107864544
860	0.06106870204
861	0.06105112372
862	0.06103562701
863	0.06099203793
864	0.06096752297
865	0.06094995216
866	0.06091980029
867	0.06089876569
868	0.06087500916
869	0.06085665515
870	0.06083435467
871	0.06081112225
872	0.06078464997
873	0.06077839101
874	0.06076773594
875	0.06075258635
876	0.06074570679
877	0.06071980102
878	0.06068148597
879	0.06067283347
880	0.06067125136
881	0.06066361591
882	0.06065389435
883	0.0606329724
884	0.06059859192
885	0.06057805309
886	0.0605463574
887	0.06051810339
888	0.06050575704
889	0.06048130155
890	0.060466423
891	0.06046291555
892	0.06040508664
893	0.060362092
894	0.06035308529
895	0.06033862222
896	0.06033463289
897	0.06031394129
898	0.06028732458
899	0.06026891463
900	0.06025480456
901	0.06024518572
902	0.06023960522
903	0.06021158887
904	0.06020463325
905	0.06019249078
906	0.06015614075
907	0.0601349183
908	0.06012396686
909	0.060111391
910	0.06009320728
911	0.06008830555
912	0.06008180794
913	0.06005979216
914	0.06005115818
915	0.06003836439
916	0.06000765161
917	0.05999534152
918	0.05997612327
919	0.05996679847
920	0.05995208239
921	0.05992517754
922	0.05991200053
923	0.05989692447
924	0.05988167063
925	0.05987957869
926	0.05987650218
927	0.05985737487
928	0.0598542096
929	0.05984436529
930	0.05983405242
931	0.05981395224
932	0.0597833784
933	0.0597741826
934	0.05977082805
935	0.0597559287
936	0.05972270034
937	0.05968995517
938	0.05965942566
939	0.05964926034
940	0.05962213719
941	0.05960434104
942	0.05959192771
943	0.05957701162
944	0.05957025457
945	0.05954994446
946	0.05952367707
947	0.05950965854
948	0.0594760484
949	0.05945614144
950	0.05942994494
951	0.0594011508
952	0.05937764021
953	0.05936472346
954	0.05935973407
955	0.05932854738
956	0.05930372625
957	0.0592756079
958	0.05925480056
959	0.0592503706
960	0.05922627217
961	0.05921846959
962	0.05919702414
963	0.05918918314
964	0.05917821847
965	0.05916287163
966	0.05915145711
967	0.05911885855
968	0.05910478713
969	0.05907982484
970	0.05904838171
971	0.0590217485
972	0.05899857243
973	0.05897683693
974	0.05897368538
975	0.05897033948
976	0.05895362383
977	0.05894676294
978	0.05892933986
979	0.05890986859
980	0.05889196058
981	0.05887979764
982	0.05886432457
983	0.05883944366
