TransactionID,isFraud
3404559,0
3404560,0
3404561,0
3404562,0
3404563,0
3404564,0
3404565,0
3404566,0
3404567,0
3404568,0
3404569,0
3404570,0
3404571,1
3404572,0
3404573,0
3404574,0
3404575,0
3404576,0
3404577,0
3404578,0
3404579,0
3404580,0
3404581,0
3404582,0
3404583,0
3404584,0
3404585,0
3404586,0
3404587,0
3404588,0
3404589,0
3404590,0
3404591,0
3404592,0
3404593,0
3404594,0
3404595,0
3404596,0
3404597,0
3404598,0
3404599,0
3404600,0
3404601,0
3404602,0
3404603,0
3404604,0
3404605,0
3404606,0
3404607,0
3404608,0
3404609,0
3404610,0
3404611,0
3404612,0
3404613,0
3404614,0
3404615,0
3404616,0
3404617,0
3404618,0
3404619,0
3404620,0
3404621,0
3404622,0
3404623,0
3404624,0
3404625,0
3404626,0
3404627,0
3404628,0
3404629,0
3404630,0
3404631,0
3404632,0
3404633,0
3404634,0
3404635,0
3404636,0
3404637,0
3404638,0
3404639,0
3404640,0
3404641,0
3404642,0
3404643,0
3404644,0
3404645,0
3404646,0
3404647,0
3404648,0
3404649,0
3404650,0
3404651,0
3404652,0
3404653,0
3404654,0
3404655,0
3404656,0
3404657,0
3404658,0
3404659,0
3404660,0
3404661,0
3404662,0
3404663,0
3404664,0
3404665,0
3404666,0
3404667,0
3404668,0
3404669,0
3404670,0
3404671,0
3404672,0
3404673,0
3404674,0
3404675,0
3404676,0
3404677,0
3404678,0
3404679,0
3404680,0
3404681,0
3404682,0
3404683,0
3404684,0
3404685,0
3404686,0
3404687,0
3404688,0
3404689,0
3404690,0
3404691,0
3404692,0
3404693,0
3404694,0
3404695,0
3404696,0
3404697,0
3404698,0
3404699,0
3404700,0
3404701,0
3404702,0
3404703,0
3404704,0
3404705,0
3404706,0
3404707,0
3404708,0
3404709,0
3404710,0
3404711,0
3404712,0
3404713,0
3404714,0
3404715,0
3404716,0
3404717,0
3404718,0
3404719,0
3404720,0
3404721,0
3404722,0
3404723,0
3404724,0
3404725,0
3404726,0
3404727,0
3404728,0
3404729,0
3404730,0
3404731,0
3404732,0
3404733,0
3404734,0
3404735,0
3404736,0
3404737,0
3404738,0
3404739,0
3404740,0
3404741,0
3404742,0
3404743,0
3404744,0
3404745,0
3404746,0
3404747,0
3404748,0
3404749,0
3404750,0
3404751,0
3404752,0
3404753,0
3404754,0
3404755,0
3404756,0
3404757,0
3404758,0
3404759,0
3404760,0
3404761,0
3404762,0
3404763,0
3404764,0
3404765,0
3404766,0
3404767,0
3404768,0
3404769,0
3404770,0
3404771,0
3404772,0
3404773,0
3404774,0
3404775,0
3404776,0
3404777,0
3404778,0
3404779,0
3404780,0
3404781,0
3404782,0
3404783,0
3404784,0
3404785,0
3404786,0
3404787,0
3404788,0
3404789,0
3404790,0
3404791,0
3404792,0
3404793,0
3404794,0
3404795,0
3404796,0
3404797,0
3404798,0
3404799,0
3404800,0
3404801,0
3404802,0
3404803,0
3404804,0
3404805,0
3404806,0
3404807,0
3404808,0
3404809,0
3404810,0
3404811,0
3404812,0
3404813,0
3404814,0
3404815,0
3404816,0
3404817,0
3404818,0
3404819,0
3404820,0
3404821,0
3404822,0
3404823,0
3404824,0
3404825,0
3404826,0
3404827,0
3404828,0
3404829,0
3404830,0
3404831,0
3404832,0
3404833,0
3404834,0
3404835,0
3404836,0
3404837,0
3404838,0
3404839,0
3404840,0
3404841,0
3404842,0
3404843,0
3404844,0
3404845,0
3404846,0
3404847,0
3404848,0
3404849,0
3404850,0
3404851,0
3404852,0
3404853,0
3404854,0
3404855,0
3404856,0
3404857,0
3404858,0
3404859,0
3404860,0
3404861,0
3404862,0
3404863,0
3404864,0
3404865,0
3404866,0
3404867,0
3404868,0
3404869,0
3404870,0
3404871,0
3404872,0
3404873,0
3404874,0
3404875,0
3404876,0
3404877,0
3404878,0
3404879,0
3404880,0
3404881,0
3404882,0
3404883,0
3404884,0
3404885,0
3404886,0
3404887,0
3404888,0
3404889,0
3404890,0
3404891,0
3404892,0
