TransactionID,isFraud
3404559,0.0026561476
3404560,0.02881829
3404561,0.0058228686
3404562,0.0042372835
3404563,0.70062226
3404564,0.007370513
3404565,0.0026378979
3404566,0.004098925
3404567,0.0010106749
3404568,0.729452
3404569,0.0061360444
3404570,0.005756138
3404571,0.014197071
3404572,0.0042754347
3404573,0.0036468615
3404574,0.0030958774
3404575,0.0053068083
3404576,0.0007658486
3404577,0.001088359
3404578,0.005922442
3404579,0.0022044827
3404580,0.010387559
3404581,0.0027881279
3404582,0.0013100585
3404583,0.0137863895
3404584,0.004315741
3404585,0.0010223434
3404586,0.0057511814
3404587,0.0010611275
3404588,0.008624374
3404589,0.002489783
3404590,0.0024905838
3404591,0.006426373
3404592,0.0006867547
3404593,0.009766904
3404594,0.00054933387
3404595,0.003995736
3404596,0.0018167365
3404597,0.004454603
3404598,0.00050703087
3404599,0.0061676884
3404600,0.0036802327
3404601,0.08241856
3404602,0.0002824385
3404603,0.0014478844
3404604,0.04093462
3404605,0.004274852
3404606,0.06904403
3404607,0.04819875
3404608,0.002621467
3404609,0.018980434
3404610,0.00077855587
3404611,0.0027709615
3404612,0.018517962
3404613,0.006272087
3404614,0.0008595687
3404615,0.0013981941
3404616,0.07326734
3404617,0.0015838336
3404618,0.0030436143
3404619,0.0012714524
3404620,0.011379392
3404621,0.072052784
3404622,0.0035704682
3404623,0.018776232
3404624,0.0022420667
3404625,0.003990559
3404626,0.0015038549
3404627,0.0037420609
3404628,0.006467723
3404629,0.0031413888
3404630,0.007410804
3404631,0.0062353355
3404632,0.013185302
3404633,0.002499406
3404634,0.0023600894
3404635,0.0034805404
3404636,0.005778049
3404637,0.010827183
3404638,0.00058527855
3404639,0.015277404
3404640,0.0011557137
3404641,0.0021003415
3404642,0.0011033635
3404643,0.0041289455
3404644,0.01846755
3404645,0.0011629693
3404646,0.0063941497
3404647,0.0017364217
3404648,0.00879949
3404649,0.0028612686
3404650,0.0023673917
3404651,0.0015075075
3404652,0.0015213427
3404653,0.0033697211
3404654,0.00079621124
3404655,0.004532337
3404656,0.0014980271
3404657,0.0006219406
3404658,0.0011964
3404659,0.00079434656
3404660,0.17620885
3404661,0.0009509134
3404662,0.00073686166
3404663,0.0004177518
3404664,0.10008852
3404665,0.0020674851
3404666,0.012100129
3404667,0.00864775
3404668,0.049334552
3404669,0.008613206
3404670,0.007005991
3404671,0.06344347
3404672,0.007654718
3404673,0.029575633
3404674,0.038753964
3404675,0.0041092737
3404676,0.005171081
3404677,0.0017258255
3404678,0.0032885985
3404679,0.005909155
3404680,0.002990917
3404681,0.0007923639
3404682,0.034647018
3404683,0.0057225362
3404684,0.005517235
3404685,0.0061076065
3404686,0.0025739537
3404687,0.001851395
3404688,0.008875943
3404689,0.006774071
3404690,0.0014142919
3404691,0.0028520094
3404692,0.016546106
3404693,0.007934255
3404694,0.011759071
3404695,0.0034060953
3404696,0.0013087017
3404697,0.009048938
3404698,0.056782417
3404699,0.0010481767
3404700,0.008656658
3404701,0.0028129874
3404702,0.006114097
3404703,0.010118966
3404704,0.010148574
3404705,0.009824075
3404706,0.0007993319
3404707,0.00898991
3404708,0.009501053
3404709,0.008069656
3404710,0.0009937515
3404711,0.00078428286
3404712,0.012442164
3404713,0.0041709235
3404714,0.0059536505
3404715,0.0023725766
3404716,0.0031207737
